zipcode,zipcodetype,city,state,lat,lgt
06910,STANDARD,STAMFORD,CT,41.09,-73.55
06911,PO BOX,STAMFORD,CT,41.09,-73.55
06912,PO BOX,STAMFORD,CT,41.09,-73.55
06913,UNIQUE,STAMFORD,CT,41.09,-73.55
06914,UNIQUE,STAMFORD,CT,41.09,-73.55
06920,UNIQUE,STAMFORD,CT,41.09,-73.55
06921,UNIQUE,STAMFORD,CT,41.09,-73.55
06922,UNIQUE,STAMFORD,CT,41.09,-73.55
06925,UNIQUE,STAMFORD,CT,41.09,-73.55
06926,UNIQUE,STAMFORD,CT,41.09,-73.55
06927,UNIQUE,STAMFORD,CT,41.09,-73.55
06928,UNIQUE,STAMFORD,CT,41.09,-73.55
06377,STANDARD,STERLING,CT,41.70,-71.83
06491,PO BOX,STEVENSON,CT,41.33,-73.23
06378,STANDARD,STONINGTON,CT,41.33,-71.90
06379,STANDARD,PAWCATUCK,CT,41.37,-71.85
06251,PO BOX,MANSFIELD DEPOT,CT,41.77,-72.20
06268,STANDARD,STORRS MANSFIELD,CT,41.80,-72.25
06269,UNIQUE,STORRS MANSFIELD,CT,41.80,-72.25
06078,STANDARD,SUFFIELD,CT,41.98,-72.65
06080,UNIQUE,SUFFIELD,CT,41.98,-72.65
06079,PO BOX,TACONIC,CT,42.03,-73.40
06380,STANDARD,TAFTVILLE,CT,41.56,-72.05
06081,STANDARD,TARIFFVILLE,CT,41.90,-72.76
06786,STANDARD,TERRYVILLE,CT,41.67,-73.00
06778,STANDARD,NORTHFIELD,CT,41.71,-73.12
06787,STANDARD,THOMASTON,CT,41.67,-73.07
06277,STANDARD,THOMPSON,CT,41.95,-71.86
06084,STANDARD,TOLLAND,CT,41.98,-72.15
06790,STANDARD,TORRINGTON,CT,41.83,-73.12
06791,STANDARD,HARWINTON,CT,41.75,-73.05
06792,UNIQUE,TORRINGTON,CT,41.77,-73.06
06382,STANDARD,UNCASVILLE,CT,41.45,-72.12
06013,STANDARD,BURLINGTON,CT,41.76,-72.96
06085,STANDARD,UNIONVILLE,CT,41.75,-72.88
06087,UNIQUE,UNIONVILLE,CT,41.75,-72.88
06066,STANDARD,VERNON ROCKVILLE,CT,41.84,-72.45
06383,PO BOX,VERSAILLES,CT,41.58,-71.94
06384,STANDARD,VOLUNTOWN,CT,41.59,-71.85
06492,STANDARD,WALLINGFORD,CT,41.44,-72.81
06493,UNIQUE,WALLINGFORD,CT,41.44,-72.81
06494,UNIQUE,WALLINGFORD,CT,41.44,-72.81
06495,UNIQUE,WALLINGFORD,CT,41.46,-72.80
06777,STANDARD,NEW PRESTON MARBLE DALE,CT,41.69,-73.34
06793,STANDARD,WASHINGTON,CT,41.63,-73.28
06794,STANDARD,WASHINGTON DEPOT,CT,41.65,-73.32
06701,UNIQUE,WATERBURY,CT,41.55,-73.03
06702,STANDARD,WATERBURY,CT,41.55,-73.03
06703,PO BOX,WATERBURY,CT,41.55,-73.03
06704,STANDARD,WATERBURY,CT,41.55,-73.03
06705,STANDARD,WATERBURY,CT,41.55,-73.03
06706,STANDARD,WATERBURY,CT,41.55,-73.03
06708,STANDARD,WATERBURY,CT,41.55,-73.03
06710,STANDARD,WATERBURY,CT,41.55,-73.03
06712,STANDARD,PROSPECT,CT,41.49,-72.97
06716,STANDARD,WOLCOTT,CT,41.61,-72.98
06720,PO BOX,WATERBURY,CT,41.55,-73.03
06721,PO BOX,WATERBURY,CT,41.55,-73.03
06722,PO BOX,WATERBURY,CT,41.55,-73.03
06723,PO BOX,WATERBURY,CT,41.55,-73.03
06724,PO BOX,WATERBURY,CT,41.55,-73.03
06725,PO BOX,WATERBURY,CT,41.55,-73.03
06726,PO BOX,WATERBURY,CT,41.55,-73.03
06749,UNIQUE,WATERBURY,CT,41.55,-73.03
06385,STANDARD,WATERFORD,CT,41.34,-72.14
06779,STANDARD,OAKVILLE,CT,41.59,-73.08
06795,STANDARD,WATERTOWN,CT,41.61,-73.12
06387,PO BOX,WAUREGAN,CT,41.75,-71.91
06089,STANDARD,WEATOGUE,CT,41.84,-72.82
06498,STANDARD,WESTBROOK,CT,41.28,-72.45
06796,STANDARD,WEST CORNWALL,CT,41.87,-73.33
06090,STANDARD,WEST GRANBY,CT,41.95,-72.86
06880,STANDARD,WESTPORT,CT,41.12,-73.34
06881,PO BOX,WESTPORT,CT,41.12,-73.34
06883,STANDARD,WESTON,CT,41.22,-73.37
06888,UNIQUE,WESTPORT,CT,41.12,-73.34
06889,UNIQUE,WESTPORT,CT,41.12,-73.34
06896,STANDARD,REDDING,CT,41.30,-73.38
06092,STANDARD,WEST SIMSBURY,CT,41.87,-72.84
06093,STANDARD,WEST SUFFIELD,CT,42.00,-72.72
06279,STANDARD,WILLINGTON,CT,41.86,-72.27
06226,STANDARD,WILLIMANTIC,CT,41.71,-72.21
06897,STANDARD,WILTON,CT,41.18,-73.42
06280,STANDARD,WINDHAM,CT,41.70,-72.16
06006,UNIQUE,WINDSOR,CT,41.85,-72.65
06095,STANDARD,WINDSOR,CT,41.85,-72.65
06096,STANDARD,WINDSOR LOCKS,CT,41.92,-72.65
06094,PO BOX,WINCHESTER CENTER,CT,41.92,-73.10
06098,STANDARD,WINSTED,CT,41.92,-73.06
06798,STANDARD,WOODBURY,CT,41.56,-73.20
06281,STANDARD,WOODSTOCK,CT,41.95,-71.98
06282,STANDARD,WOODSTOCK VALLEY,CT,41.92,-72.10
06389,PO BOX,YANTIC,CT,41.53,-72.04
01220,STANDARD,ADAMS,MA,42.62,-73.11
01256,STANDARD,SAVOY,MA,42.56,-73.02
01001,STANDARD,AGAWAM,MA,42.06,-72.61
01002,STANDARD,AMHERST,MA,42.37,-72.52
01003,PO BOX,AMHERST,MA,42.37,-72.52
01004,PO BOX,AMHERST,MA,42.37,-72.52
01059,PO BOX,NORTH AMHERST,MA,42.40,-72.52
01330,STANDARD,ASHFIELD,MA,42.53,-72.78
01222,STANDARD,ASHLEY FALLS,MA,42.05,-73.33
02702,STANDARD,ASSONET,MA,41.78,-71.06
01331,STANDARD,ATHOL,MA,42.59,-72.23
01368,STANDARD,ROYALSTON,MA,42.68,-72.18
02703,STANDARD,ATTLEBORO,MA,41.93,-71.29
01005,STANDARD,BARRE,MA,42.42,-72.10
01223,STANDARD,BECKET,MA,42.33,-73.07
01007,STANDARD,BELCHERTOWN,MA,42.27,-72.40
01337,STANDARD,BERNARDSTON,MA,42.66,-72.55
01008,STANDARD,BLANDFORD,MA,42.18,-72.93
01009,PO BOX,BONDSVILLE,MA,42.20,-72.34
01010,STANDARD,BRIMFIELD,MA,42.11,-72.20
01338,STANDARD,BUCKLAND,MA,42.60,-72.78
01339,STANDARD,CHARLEMONT,MA,42.63,-72.88
01343,STANDARD,DRURY,MA,42.68,-72.98
01346,STANDARD,HEATH,MA,42.66,-72.83
02712,PO BOX,CHARTLEY,MA,41.97,-71.18
01225,STANDARD,CHESHIRE,MA,42.55,-73.15
01011,STANDARD,CHESTER,MA,42.28,-72.98
01012,STANDARD,CHESTERFIELD,MA,42.40,-72.85
01084,STANDARD,WEST CHESTERFIELD,MA,42.41,-72.87
01013,STANDARD,CHICOPEE,MA,42.17,-72.57
01014,PO BOX,CHICOPEE,MA,42.17,-72.57
01020,STANDARD,CHICOPEE,MA,42.17,-72.57
01021,PO BOX,CHICOPEE,MA,42.17,-72.57
01022,STANDARD,CHICOPEE,MA,42.17,-72.57
01340,STANDARD,COLRAIN,MA,42.66,-72.68
01341,STANDARD,CONWAY,MA,42.51,-72.68
01026,STANDARD,CUMMINGTON,MA,42.46,-72.90
02713,PO BOX,CUTTYHUNK,MA,41.45,-70.80
01226,STANDARD,DALTON,MA,42.47,-73.16
01227,PO BOX,DALTON,MA,42.47,-73.16
01342,STANDARD,DEERFIELD,MA,42.55,-72.60
02715,STANDARD,DIGHTON,MA,41.81,-71.11
02717,STANDARD,EAST FREETOWN,MA,41.75,-70.97
01027,STANDARD,EASTHAMPTON,MA,42.26,-72.68
01062,STANDARD,FLORENCE,MA,42.32,-72.67
01028,STANDARD,EAST LONGMEADOW,MA,42.06,-72.51
01106,STANDARD,LONGMEADOW,MA,42.04,-72.57
01116,PO BOX,LONGMEADOW,MA,42.04,-72.57
01029,PO BOX,EAST OTIS,MA,42.17,-73.03
01344,STANDARD,ERVING,MA,42.60,-72.40
02719,STANDARD,FAIRHAVEN,MA,41.63,-70.90
02720,STANDARD,FALL RIVER,MA,41.71,-71.10
02721,STANDARD,FALL RIVER,MA,41.71,-71.10
02722,PO BOX,FALL RIVER,MA,41.71,-71.10
02723,STANDARD,FALL RIVER,MA,41.71,-71.10
02724,STANDARD,FALL RIVER,MA,41.71,-71.10
02725,STANDARD,SOMERSET,MA,41.73,-71.15
02726,STANDARD,SOMERSET,MA,41.73,-71.15
01030,STANDARD,FEEDING HILLS,MA,42.06,-72.67
01031,STANDARD,GILBERTVILLE,MA,42.35,-72.21
01229,PO BOX,GLENDALE,MA,42.30,-73.32
01032,STANDARD,GOSHEN,MA,42.43,-72.80
01033,STANDARD,GRANBY,MA,42.26,-72.52
01034,STANDARD,GRANVILLE,MA,42.06,-72.86
01230,STANDARD,GREAT BARRINGTON,MA,42.19,-73.35
01301,STANDARD,GREENFIELD,MA,42.58,-72.59
01302,PO BOX,GREENFIELD,MA,42.58,-72.59
01035,STANDARD,HADLEY,MA,42.35,-72.58
01036,STANDARD,HAMPDEN,MA,42.06,-72.41
01037,PO BOX,HARDWICK,MA,42.35,-72.20
01038,STANDARD,HATFIELD,MA,42.37,-72.60
01088,STANDARD,WEST HATFIELD,MA,42.39,-72.64
01039,STANDARD,HAYDENVILLE,MA,42.39,-72.70
01235,STANDARD,HINSDALE,MA,42.42,-73.07
01040,STANDARD,HOLYOKE,MA,42.21,-72.64
01041,PO BOX,HOLYOKE,MA,42.21,-72.64
01236,STANDARD,HOUSATONIC,MA,42.25,-73.36
01050,STANDARD,HUNTINGTON,MA,42.23,-72.88
01347,PO BOX,LAKE PLEASANT,MA,42.53,-72.54
01224,STANDARD,BERKSHIRE,MA,42.51,-73.19
01237,STANDARD,LANESBORO,MA,42.51,-73.22
01238,STANDARD,LEE,MA,42.30,-73.25
01264,PO BOX,TYRINGHAM,MA,42.24,-73.19
01053,STANDARD,LEEDS,MA,42.35,-72.71
01240,STANDARD,LENOX,MA,42.35,-73.28
01242,PO BOX,LENOX DALE,MA,42.36,-73.27
01054,STANDARD,LEVERETT,MA,42.45,-72.50
01056,STANDARD,LUDLOW,MA,42.16,-72.48
02738,STANDARD,MARION,MA,41.70,-70.76
02739,STANDARD,MATTAPOISETT,MA,41.66,-70.80
01243,PO BOX,MIDDLEFIELD,MA,42.35,-73.01
01244,PO BOX,MILL RIVER,MA,42.12,-73.27
01057,STANDARD,MONSON,MA,42.09,-72.31
01351,STANDARD,MONTAGUE,MA,42.53,-72.53
01245,STANDARD,MONTEREY,MA,42.18,-73.21
02714,PO BOX,DARTMOUTH,MA,41.56,-71.00
02740,STANDARD,NEW BEDFORD,MA,41.66,-70.93
02741,PO BOX,NEW BEDFORD,MA,41.66,-70.93
02742,PO BOX,NEW BEDFORD,MA,41.66,-70.93
02743,STANDARD,ACUSHNET,MA,41.68,-70.90
02744,STANDARD,NEW BEDFORD,MA,41.66,-70.93
02745,STANDARD,NEW BEDFORD,MA,41.66,-70.93
02746,STANDARD,NEW BEDFORD,MA,41.66,-70.93
02747,STANDARD,NORTH DARTMOUTH,MA,41.64,-71.00
02748,STANDARD,SOUTH DARTMOUTH,MA,41.55,-70.98
01247,STANDARD,NORTH ADAMS,MA,42.68,-73.11
01060,STANDARD,NORTHAMPTON,MA,42.32,-72.67
01061,PO BOX,NORTHAMPTON,MA,42.32,-72.67
01063,UNIQUE,NORTHAMPTON,MA,42.32,-72.67
02760,STANDARD,NORTH ATTLEBORO,MA,41.97,-71.33
02761,PO BOX,NORTH ATTLEBORO,MA,41.97,-71.33
02762,STANDARD,PLAINVILLE,MA,42.00,-71.33
02763,STANDARD,ATTLEBORO FALLS,MA,41.97,-71.30
02764,STANDARD,NORTH DIGHTON,MA,41.85,-71.15
01360,STANDARD,NORTHFIELD,MA,42.70,-72.43
01066,PO BOX,NORTH HATFIELD,MA,42.40,-72.60
02766,STANDARD,NORTON,MA,41.96,-71.18
01068,STANDARD,OAKHAM,MA,42.35,-72.05
01355,STANDARD,NEW SALEM,MA,42.50,-72.33
01364,STANDARD,ORANGE,MA,42.59,-72.30
01378,STANDARD,WARWICK,MA,42.68,-72.33
01253,STANDARD,OTIS,MA,42.19,-73.07
01069,STANDARD,PALMER,MA,42.16,-72.32
01366,STANDARD,PETERSHAM,MA,42.48,-72.18
01201,STANDARD,PITTSFIELD,MA,42.45,-73.26
01202,PO BOX,PITTSFIELD,MA,42.45,-73.26
01203,PO BOX,PITTSFIELD,MA,42.45,-73.26
01070,STANDARD,PLAINFIELD,MA,42.51,-72.91
02767,STANDARD,RAYNHAM,MA,41.93,-71.04
02768,PO BOX,RAYNHAM CENTER,MA,41.93,-71.04
02769,STANDARD,REHOBOTH,MA,41.83,-71.26
01254,STANDARD,RICHMOND,MA,42.37,-73.36
02770,STANDARD,ROCHESTER,MA,41.73,-70.81
01350,PO BOX,MONROE BRIDGE,MA,42.72,-72.98
01367,STANDARD,ROWE,MA,42.70,-72.90
01071,STANDARD,RUSSELL,MA,42.18,-72.85
01097,PO BOX,WORONOCO,MA,42.19,-72.82
01255,STANDARD,SANDISFIELD,MA,42.11,-73.13
02771,STANDARD,SEEKONK,MA,41.81,-71.33
01257,STANDARD,SHEFFIELD,MA,42.10,-73.34
01370,STANDARD,SHELBURNE FALLS,MA,42.60,-72.74
01072,STANDARD,SHUTESBURY,MA,42.45,-72.40
01073,STANDARD,SOUTHAMPTON,MA,42.23,-72.73
01074,PO BOX,SOUTH BARRE,MA,42.38,-72.09
01373,STANDARD,SOUTH DEERFIELD,MA,42.47,-72.59
01252,PO BOX,NORTH EGREMONT,MA,42.17,-73.44
01258,STANDARD,SOUTH EGREMONT,MA,42.16,-73.41
01259,STANDARD,SOUTHFIELD,MA,42.07,-73.23
01075,STANDARD,SOUTH HADLEY,MA,42.26,-72.56
01260,PO BOX,SOUTH LEE,MA,42.30,-73.23
01077,STANDARD,SOUTHWICK,MA,42.05,-72.76
01101,PO BOX,SPRINGFIELD,MA,42.11,-72.53
01102,PO BOX,SPRINGFIELD,MA,42.11,-72.53
01103,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01104,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01105,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01107,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01108,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01109,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01111,UNIQUE,SPRINGFIELD,MA,42.11,-72.53
01115,PO BOX,SPRINGFIELD,MA,42.11,-72.53
01118,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01119,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01128,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01129,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01138,PO BOX,SPRINGFIELD,MA,42.11,-72.53
01139,PO BOX,SPRINGFIELD,MA,42.11,-72.53
01144,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01151,STANDARD,INDIAN ORCHARD,MA,42.15,-72.51
01152,STANDARD,SPRINGFIELD,MA,42.11,-72.53
01199,UNIQUE,SPRINGFIELD,MA,42.11,-72.53
01262,PO BOX,STOCKBRIDGE,MA,42.30,-73.32
01263,UNIQUE,STOCKBRIDGE,MA,42.30,-73.32
01375,STANDARD,SUNDERLAND,MA,42.46,-72.58
02777,STANDARD,SWANSEA,MA,41.75,-71.18
02718,STANDARD,EAST TAUNTON,MA,41.87,-71.01
02779,STANDARD,BERKLEY,MA,41.85,-71.08
02780,STANDARD,TAUNTON,MA,41.90,-71.09
02783,UNIQUE,TAUNTON,MA,41.90,-71.09
01079,PO BOX,THORNDIKE,MA,42.18,-72.33
01080,STANDARD,THREE RIVERS,MA,42.18,-72.37
01349,STANDARD,MILLERS FALLS,MA,42.59,-72.55
01354,STANDARD,GILL,MA,42.70,-72.43
01376,STANDARD,TURNERS FALLS,MA,42.59,-72.55
01081,STANDARD,WALES,MA,42.06,-72.21
01082,STANDARD,WARE,MA,42.25,-72.24
01083,PO BOX,WARREN,MA,42.21,-72.19
01092,PO BOX,WEST WARREN,MA,42.20,-72.20
01379,STANDARD,WENDELL,MA,42.55,-72.40
01380,STANDARD,WENDELL DEPOT,MA,42.58,-72.37
01085,STANDARD,WESTFIELD,MA,42.13,-72.75
01086,PO BOX,WESTFIELD,MA,42.13,-72.75
02790,STANDARD,WESTPORT,MA,41.66,-71.10
02791,PO BOX,WESTPORT POINT,MA,41.52,-71.07
01089,STANDARD,WEST SPRINGFIELD,MA,42.12,-72.65
01090,PO BOX,WEST SPRINGFIELD,MA,42.12,-72.65
01266,STANDARD,WEST STOCKBRIDGE,MA,42.31,-73.39
01093,PO BOX,WHATELY,MA,42.45,-72.61
01094,PO BOX,WHEELWRIGHT,MA,42.35,-72.14
01095,STANDARD,WILBRAHAM,MA,42.13,-72.43
01096,STANDARD,WILLIAMSBURG,MA,42.40,-72.71
01267,STANDARD,WILLIAMSTOWN,MA,42.70,-73.20
01270,STANDARD,WINDSOR,MA,42.51,-73.04
01098,STANDARD,WORTHINGTON,MA,42.41,-72.93
06390,PO BOX,FISHERS ISLAND,NY,41.27,-71.99
02801,PO BOX,ADAMSVILLE,RI,41.51,-71.16
02802,PO BOX,ALBION,RI,41.95,-71.45
02804,STANDARD,ASHAWAY,RI,41.42,-71.78
02806,STANDARD,BARRINGTON,RI,41.73,-71.31
02807,PO BOX,BLOCK ISLAND,RI,41.16,-71.58
02808,STANDARD,BRADFORD,RI,41.39,-71.75
02809,STANDARD,BRISTOL,RI,41.67,-71.27
02872,PO BOX,PRUDENCE ISLAND,RI,41.60,-71.31
02812,STANDARD,CAROLINA,RI,41.47,-71.64
02813,STANDARD,CHARLESTOWN,RI,41.38,-71.65
02836,STANDARD,KENYON,RI,41.48,-71.68
02814,STANDARD,CHEPACHET,RI,41.91,-71.70
02815,STANDARD,CLAYVILLE,RI,41.77,-71.66
02816,STANDARD,COVENTRY,RI,41.68,-71.66
02817,STANDARD,WEST GREENWICH,RI,41.63,-71.65
02827,STANDARD,GREENE,RI,41.69,-71.74
02818,STANDARD,EAST GREENWICH,RI,41.63,-71.50
02822,STANDARD,EXETER,RI,41.56,-71.68
02823,PO BOX,FISKEVILLE,RI,41.73,-71.54
02824,PO BOX,FORESTDALE,RI,41.97,-71.55
02825,STANDARD,FOSTER,RI,41.85,-71.76
02826,PO BOX,GLENDALE,RI,41.97,-71.69
02828,STANDARD,GREENVILLE,RI,41.87,-71.55
02829,PO BOX,HARMONY,RI,41.88,-71.61
02830,STANDARD,HARRISVILLE,RI,41.96,-71.67
02858,STANDARD,OAKLAND,RI,41.96,-71.64
02831,STANDARD,HOPE,RI,41.75,-71.56
02832,STANDARD,HOPE VALLEY,RI,41.51,-71.72
02833,STANDARD,HOPKINTON,RI,41.45,-71.78
02835,STANDARD,JAMESTOWN,RI,41.48,-71.36
02837,STANDARD,LITTLE COMPTON,RI,41.50,-71.16
02838,STANDARD,MANVILLE,RI,41.96,-71.47
02839,STANDARD,MAPLEVILLE,RI,41.97,-71.69
02840,STANDARD,NEWPORT,RI,41.47,-71.30
02841,STANDARD,NEWPORT,RI,41.52,-71.30
02842,STANDARD,MIDDLETOWN,RI,41.51,-71.27
02852,STANDARD,NORTH KINGSTOWN,RI,41.55,-71.46
02857,STANDARD,NORTH SCITUATE,RI,41.83,-71.63
02859,STANDARD,PASCOAG,RI,41.95,-71.70
02860,STANDARD,PAWTUCKET,RI,41.87,-71.37
02861,STANDARD,PAWTUCKET,RI,41.87,-71.37
02862,PO BOX,PAWTUCKET,RI,41.87,-71.37
02863,STANDARD,CENTRAL FALLS,RI,41.88,-71.39
02864,STANDARD,CUMBERLAND,RI,41.94,-71.41
02865,STANDARD,LINCOLN,RI,41.91,-71.45
02871,STANDARD,PORTSMOUTH,RI,41.60,-71.25
02901,PO BOX,PROVIDENCE,RI,41.82,-71.41
02902,UNIQUE,PROVIDENCE,RI,41.82,-71.41
02903,STANDARD,PROVIDENCE,RI,41.82,-71.41
02904,STANDARD,PROVIDENCE,RI,41.82,-71.41
02905,STANDARD,PROVIDENCE,RI,41.82,-71.41
02906,STANDARD,PROVIDENCE,RI,41.82,-71.41
02907,STANDARD,PROVIDENCE,RI,41.82,-71.41
02908,STANDARD,PROVIDENCE,RI,41.82,-71.41
02909,STANDARD,PROVIDENCE,RI,41.82,-71.41
02910,STANDARD,CRANSTON,RI,41.76,-71.48
02911,STANDARD,NORTH PROVIDENCE,RI,41.86,-71.45
02912,UNIQUE,PROVIDENCE,RI,41.82,-71.41
02917,STANDARD,SMITHFIELD,RI,41.90,-71.53
02918,UNIQUE,PROVIDENCE,RI,41.82,-71.41
02920,STANDARD,CRANSTON,RI,41.76,-71.48
02921,STANDARD,CRANSTON,RI,41.76,-71.48
02940,PO BOX,PROVIDENCE,RI,41.82,-71.41
02873,PO BOX,ROCKVILLE,RI,41.44,-71.77
02874,STANDARD,SAUNDERSTOWN,RI,41.51,-71.44
02875,STANDARD,SHANNOCK,RI,41.46,-71.67
02876,STANDARD,SLATERSVILLE,RI,41.97,-71.55
02877,STANDARD,SLOCUM,RI,41.52,-71.54
02878,STANDARD,TIVERTON,RI,41.65,-71.20
02879,STANDARD,WAKEFIELD,RI,41.45,-71.51
02880,PO BOX,WAKEFIELD,RI,41.45,-71.51
02881,STANDARD,KINGSTON,RI,41.47,-71.52
02882,STANDARD,NARRAGANSETT,RI,41.39,-71.48
02883,PO BOX,PEACE DALE,RI,41.45,-71.50
02885,STANDARD,WARREN,RI,41.71,-71.26
02886,STANDARD,WARWICK,RI,41.70,-71.42
02887,PO BOX,WARWICK,RI,41.70,-71.42
02888,STANDARD,WARWICK,RI,41.70,-71.42
02889,STANDARD,WARWICK,RI,41.70,-71.42
02891,STANDARD,WESTERLY,RI,41.37,-71.81
02892,STANDARD,WEST KINGSTON,RI,41.50,-71.59
02893,STANDARD,WEST WARWICK,RI,41.69,-71.51
02894,STANDARD,WOOD RIVER JUNCTION,RI,41.45,-71.70
02895,STANDARD,WOONSOCKET,RI,41.99,-71.50
02896,STANDARD,NORTH SMITHFIELD,RI,41.95,-71.55
02898,STANDARD,WYOMING,RI,41.52,-71.67
02919,STANDARD,JOHNSTON,RI,41.81,-71.46
02914,STANDARD,EAST PROVIDENCE,RI,41.80,-71.35
02915,STANDARD,RIVERSIDE,RI,41.77,-71.35
02916,STANDARD,RUMFORD,RI,41.84,-71.35
07820,PO BOX,ALLAMUCHY,NJ,40.91,-74.83
07401,STANDARD,ALLENDALE,NJ,41.03,-74.13
07620,PO BOX,ALPINE,NJ,40.95,-73.92
07821,STANDARD,ANDOVER,NJ,40.98,-74.74
08801,STANDARD,ANNANDALE,NJ,40.64,-74.89
08802,STANDARD,ASBURY,NJ,40.67,-75.02
07822,STANDARD,AUGUSTA,NJ,41.14,-74.68
07001,STANDARD,AVENEL,NJ,40.58,-74.27
08803,PO BOX,BAPTISTOWN,NJ,40.49,-75.00
07920,STANDARD,BASKING RIDGE,NJ,40.67,-74.56
07939,STANDARD,LYONS,NJ,40.66,-74.55
07002,STANDARD,BAYONNE,NJ,40.66,-74.11
07921,STANDARD,BEDMINSTER,NJ,40.65,-74.67
07823,STANDARD,BELVIDERE,NJ,40.82,-75.07
07621,STANDARD,BERGENFIELD,NJ,40.92,-73.99
07922,STANDARD,BERKELEY HEIGHTS,NJ,40.67,-74.42
07924,STANDARD,BERNARDSVILLE,NJ,40.73,-74.59
07825,STANDARD,BLAIRSTOWN,NJ,40.98,-74.96
07003,STANDARD,BLOOMFIELD,NJ,40.81,-74.18
07403,STANDARD,BLOOMINGDALE,NJ,41.02,-74.33
08804,STANDARD,BLOOMSBURY,NJ,40.65,-75.08
07005,STANDARD,BOONTON,NJ,40.90,-74.40
08805,STANDARD,BOUND BROOK,NJ,40.56,-74.53
07826,STANDARD,BRANCHVILLE,NJ,41.14,-74.74
07827,STANDARD,MONTAGUE,NJ,41.29,-74.74
07890,UNIQUE,BRANCHVILLE,NJ,41.14,-74.74
08807,STANDARD,BRIDGEWATER,NJ,40.59,-74.62
08808,PO BOX,BROADWAY,NJ,40.71,-75.05
07926,PO BOX,BROOKSIDE,NJ,40.76,-74.60
07828,STANDARD,BUDD LAKE,NJ,40.87,-74.73
07405,STANDARD,BUTLER,NJ,40.99,-74.34
07829,PO BOX,BUTTZVILLE,NJ,40.82,-75.04
07004,STANDARD,FAIRFIELD,NJ,40.88,-74.30
07006,STANDARD,CALDWELL,NJ,40.83,-74.27
07007,PO BOX,CALDWELL,NJ,40.83,-74.27
07830,STANDARD,CALIFON,NJ,40.71,-74.83
07008,STANDARD,CARTERET,NJ,40.58,-74.22
07009,STANDARD,CEDAR GROVE,NJ,40.85,-74.22
07927,STANDARD,CEDAR KNOLLS,NJ,40.82,-74.45
07831,PO BOX,CHANGEWATER,NJ,40.74,-74.95
07928,STANDARD,CHATHAM,NJ,40.74,-74.38
07930,STANDARD,CHESTER,NJ,40.78,-74.69
07010,STANDARD,CLIFFSIDE PARK,NJ,40.82,-73.98
07011,STANDARD,CLIFTON,NJ,40.86,-74.15
07012,STANDARD,CLIFTON,NJ,40.86,-74.15
07013,STANDARD,CLIFTON,NJ,40.86,-74.15
07014,STANDARD,CLIFTON,NJ,40.86,-74.15
07015,PO BOX,CLIFTON,NJ,40.86,-74.15
08809,STANDARD,CLINTON,NJ,40.63,-74.91
07624,STANDARD,CLOSTER,NJ,40.97,-73.96
07832,STANDARD,COLUMBIA,NJ,40.95,-75.06
07016,STANDARD,CRANFORD,NJ,40.65,-74.30
07626,STANDARD,CRESSKILL,NJ,40.93,-73.95
08810,STANDARD,DAYTON,NJ,40.38,-74.51
07833,PO BOX,DELAWARE,NJ,40.88,-75.04
07627,STANDARD,DEMAREST,NJ,40.95,-73.95
07834,STANDARD,DENVILLE,NJ,40.89,-74.48
07801,STANDARD,DOVER,NJ,40.88,-74.55
07802,PO BOX,DOVER,NJ,40.88,-74.55
07803,STANDARD,MINE HILL,NJ,40.87,-74.60
07806,STANDARD,PICATINNY ARSENAL,NJ,40.93,-74.54
07869,STANDARD,RANDOLPH,NJ,40.84,-74.58
07628,STANDARD,DUMONT,NJ,40.94,-73.99
08812,STANDARD,DUNELLEN,NJ,40.58,-74.46
08816,STANDARD,EAST BRUNSWICK,NJ,40.42,-74.41
07936,STANDARD,EAST HANOVER,NJ,40.81,-74.36
07017,STANDARD,EAST ORANGE,NJ,40.76,-74.21
07018,STANDARD,EAST ORANGE,NJ,40.76,-74.21
07019,PO BOX,EAST ORANGE,NJ,40.76,-74.21
07020,STANDARD,EDGEWATER,NJ,40.82,-73.97
08817,STANDARD,EDISON,NJ,40.52,-74.36
08818,PO BOX,EDISON,NJ,40.52,-74.36
08820,STANDARD,EDISON,NJ,40.52,-74.36
08837,STANDARD,EDISON,NJ,40.52,-74.36
08899,STANDARD,EDISON,NJ,40.52,-74.36
07201,STANDARD,ELIZABETH,NJ,40.66,-74.19
07202,STANDARD,ELIZABETH,NJ,40.66,-74.19
07203,STANDARD,ROSELLE,NJ,40.65,-74.26
07204,STANDARD,ROSELLE PARK,NJ,40.66,-74.26
07205,STANDARD,HILLSIDE,NJ,40.69,-74.23
07206,STANDARD,ELIZABETHPORT,NJ,40.66,-74.19
07207,PO BOX,ELIZABETH,NJ,40.66,-74.19
07208,STANDARD,ELIZABETH,NJ,40.66,-74.19
