zipcode,zipcodetype,city,state,lat,lgt
00705,STANDARD,AIBONITO,PR,18.14,-66.26
00610,STANDARD,ANASCO,PR,18.28,-67.14
00611,PO BOX,ANGELES,PR,18.28,-66.79
00612,STANDARD,ARECIBO,PR,18.45,-66.73
00601,STANDARD,ADJUNTAS,PR,18.16,-66.72
00631,PO BOX,CASTANER,PR,18.19,-66.82
00602,STANDARD,AGUADA,PR,18.38,-67.18
00603,STANDARD,AGUADILLA,PR,18.43,-67.15
00604,PO BOX,AGUADILLA,PR,18.43,-67.15
00605,PO BOX,AGUADILLA,PR,18.43,-67.15
00703,STANDARD,AGUAS BUENAS,PR,18.25,-66.10
00704,STANDARD,AGUIRRE,PR,17.96,-66.22
07675,STANDARD,WESTWOOD,NJ,40.98,-74.03
07677,STANDARD,WOODCLIFF LAKE,NJ,41.02,-74.05
07885,STANDARD,WHARTON,NJ,40.89,-74.58
07981,STANDARD,WHIPPANY,NJ,40.82,-74.41
07999,STANDARD,WHIPPANY,NJ,40.82,-74.41
08888,PO BOX,WHITEHOUSE,NJ,40.62,-74.76
08889,STANDARD,WHITEHOUSE STATION,NJ,40.60,-74.76
07095,STANDARD,WOODBRIDGE,NJ,40.55,-74.28
07481,STANDARD,WYCKOFF,NJ,40.99,-74.16
10451,STANDARD,BRONX,NY,40.84,-73.87
10452,STANDARD,BRONX,NY,40.84,-73.87
10453,STANDARD,BRONX,NY,40.84,-73.87
10454,STANDARD,BRONX,NY,40.84,-73.87
10455,STANDARD,BRONX,NY,40.84,-73.87
10456,STANDARD,BRONX,NY,40.84,-73.87
10457,STANDARD,BRONX,NY,40.84,-73.87
10458,STANDARD,BRONX,NY,40.84,-73.87
10459,STANDARD,BRONX,NY,40.84,-73.87
10460,STANDARD,BRONX,NY,40.84,-73.87
10461,STANDARD,BRONX,NY,40.84,-73.87
10462,STANDARD,BRONX,NY,40.84,-73.87
10463,STANDARD,BRONX,NY,40.84,-73.87
10464,STANDARD,BRONX,NY,40.84,-73.87
10465,STANDARD,BRONX,NY,40.84,-73.87
10466,STANDARD,BRONX,NY,40.84,-73.87
10467,STANDARD,BRONX,NY,40.84,-73.87
10468,STANDARD,BRONX,NY,40.84,-73.87
10469,STANDARD,BRONX,NY,40.84,-73.87
10470,STANDARD,BRONX,NY,40.84,-73.87
10471,STANDARD,BRONX,NY,40.84,-73.87
10472,STANDARD,BRONX,NY,40.84,-73.87
10473,STANDARD,BRONX,NY,40.84,-73.87
10474,STANDARD,BRONX,NY,40.84,-73.87
10475,STANDARD,BRONX,NY,40.84,-73.87
10499,UNIQUE,BRONX,NY,40.84,-73.87
10001,STANDARD,NEW YORK,NY,40.71,-73.99
10002,STANDARD,NEW YORK,NY,40.71,-73.99
10003,STANDARD,NEW YORK,NY,40.71,-73.99
10004,STANDARD,NEW YORK,NY,40.71,-73.99
10005,STANDARD,NEW YORK,NY,40.71,-73.99
10006,STANDARD,NEW YORK,NY,40.71,-73.99
10007,STANDARD,NEW YORK,NY,40.71,-73.99
10008,PO BOX,NEW YORK,NY,40.71,-73.99
10009,STANDARD,NEW YORK,NY,40.71,-73.99
10010,STANDARD,NEW YORK,NY,40.71,-73.99
10011,STANDARD,NEW YORK,NY,40.71,-73.99
10012,STANDARD,NEW YORK,NY,40.71,-73.99
10013,STANDARD,NEW YORK,NY,40.71,-73.99
10014,STANDARD,NEW YORK,NY,40.71,-73.99
10016,STANDARD,NEW YORK,NY,40.71,-73.99
10017,STANDARD,NEW YORK,NY,40.71,-73.99
10018,STANDARD,NEW YORK,NY,40.71,-73.99
10019,STANDARD,NEW YORK,NY,40.71,-73.99
10020,STANDARD,NEW YORK,NY,40.71,-73.99
10021,STANDARD,NEW YORK,NY,40.77,-73.95
10022,STANDARD,NEW YORK,NY,40.71,-73.99
10023,STANDARD,NEW YORK,NY,40.71,-73.99
10024,STANDARD,NEW YORK,NY,40.71,-73.99
10025,STANDARD,NEW YORK,NY,40.71,-73.99
10026,STANDARD,NEW YORK,NY,40.71,-73.99
10027,STANDARD,NEW YORK,NY,40.71,-73.99
10028,STANDARD,NEW YORK,NY,40.71,-73.99
10029,STANDARD,NEW YORK,NY,40.71,-73.99
10030,STANDARD,NEW YORK,NY,40.71,-73.99
10031,STANDARD,NEW YORK,NY,40.71,-73.99
10032,STANDARD,NEW YORK,NY,40.71,-73.99
10033,STANDARD,NEW YORK,NY,40.71,-73.99
10034,STANDARD,NEW YORK,NY,40.71,-73.99
00613,PO BOX,ARECIBO,PR,18.45,-66.73
00614,PO BOX,ARECIBO,PR,18.45,-66.73
00714,STANDARD,ARROYO,PR,17.97,-66.06
00616,STANDARD,BAJADERO,PR,18.40,-66.66
00617,STANDARD,BARCELONETA,PR,18.45,-66.53
00794,STANDARD,BARRANQUITAS,PR,18.18,-66.30
00622,STANDARD,BOQUERON,PR,17.99,-67.15
00623,STANDARD,CABO ROJO,PR,18.08,-67.14
00627,STANDARD,CAMUY,PR,18.48,-66.84
00729,STANDARD,CANOVANAS,PR,18.37,-65.90
00979,STANDARD,CAROLINA,PR,18.40,-65.98
00981,PO BOX,CAROLINA,PR,18.40,-65.98
00982,STANDARD,CAROLINA,PR,18.40,-65.98
00983,STANDARD,CAROLINA,PR,18.40,-65.98
00984,PO BOX,CAROLINA,PR,18.40,-65.98
00985,STANDARD,CAROLINA,PR,18.40,-65.98
00986,PO BOX,CAROLINA,PR,18.40,-65.98
00987,STANDARD,CAROLINA,PR,18.40,-65.98
00988,PO BOX,CAROLINA,PR,18.40,-65.98
00736,STANDARD,CAYEY,PR,18.11,-66.16
00739,STANDARD,CIDRA,PR,18.17,-66.15
00769,STANDARD,COAMO,PR,18.08,-66.36
00782,STANDARD,COMERIO,PR,18.22,-66.22
00783,STANDARD,COROZAL,PR,18.34,-66.31
09848,MILITARY,APO,AE,,
10200,STANDARD,NEW YORK,NY,40.77,73.95
09323,MILITARY,APO,AE,-44.25,33.53
00659,STANDARD,HATILLO,PR,18.48,-66.82
00660,STANDARD,HORMIGUEROS,PR,18.14,-67.12
00791,STANDARD,HUMACAO,PR,18.15,-65.81
00792,PO BOX,HUMACAO,PR,18.15,-65.81
00662,STANDARD,ISABELA,PR,18.50,-67.02
00664,STANDARD,JAYUYA,PR,18.22,-66.59
00795,STANDARD,JUANA DIAZ,PR,18.05,-66.50
00777,STANDARD,JUNCOS,PR,18.22,-65.91
00728,STANDARD,PONCE,PR,17.98,-66.60
00725,STANDARD,CAGUAS,PR,18.23,-66.03
00726,PO BOX,CAGUAS,PR,18.23,-66.03
00727,STANDARD,CAGUAS,PR,18.23,-66.03
00737,PO BOX,CAYEY,PR,18.11,-66.16
00735,STANDARD,CEIBA,PR,18.26,-65.64
00742,PO BOX,ROOSEVELT ROADS,PR,18.27,-65.65
00638,STANDARD,CIALES,PR,18.33,-66.47
00780,STANDARD,COTO LAUREL,PR,18.09,-66.57
00775,PO BOX,CULEBRA,PR,18.31,-65.30
00646,STANDARD,DORADO,PR,18.47,-66.27
00647,STANDARD,ENSENADA,PR,17.96,-66.94
00738,STANDARD,FAJARDO,PR,18.33,-65.65
00650,STANDARD,FLORIDA,PR,18.36,-66.56
00652,STANDARD,GARROCHALES,PR,18.45,-66.60
00653,STANDARD,GUANICA,PR,17.97,-66.93
00784,STANDARD,GUAYAMA,PR,17.97,-66.11
00785,PO BOX,GUAYAMA,PR,17.97,-66.11
00656,STANDARD,GUAYANILLA,PR,18.02,-66.79
00965,STANDARD,GUAYNABO,PR,18.38,-66.11
00966,STANDARD,GUAYNABO,PR,18.38,-66.11
00968,STANDARD,GUAYNABO,PR,18.38,-66.11
00969,STANDARD,GUAYNABO,PR,18.38,-66.11
00970,PO BOX,GUAYNABO,PR,18.38,-66.11
00971,STANDARD,GUAYNABO,PR,18.38,-66.11
00778,STANDARD,GURABO,PR,18.25,-65.97
00667,STANDARD,LAJAS,PR,18.04,-67.06
00786,PO BOX,LA PLATA,PR,18.16,-66.23
00669,STANDARD,LARES,PR,18.29,-66.88
00670,STANDARD,LAS MARIAS,PR,18.27,-67.06
00771,STANDARD,LAS PIEDRAS,PR,18.18,-65.86
00931,PO BOX,SAN JUAN,PR,18.40,-66.06
00933,PO BOX,SAN JUAN,PR,18.40,-66.06
00934,STANDARD,FORT BUCHANAN,PR,18.41,-66.11
00935,UNIQUE,SAN JUAN,PR,18.40,-66.06
00936,PO BOX,SAN JUAN,PR,18.40,-66.06
00772,STANDARD,LOIZA,PR,18.43,-65.88
00773,STANDARD,LUQUILLO,PR,18.37,-65.71
00674,STANDARD,MANATI,PR,18.43,-66.48
00606,STANDARD,MARICAO,PR,18.18,-66.98
00707,STANDARD,MAUNABO,PR,18.00,-65.90
00636,PO BOX,ROSARIO,PR,18.15,-67.06
00680,STANDARD,MAYAGUEZ,PR,18.20,-67.14
00681,PO BOX,MAYAGUEZ,PR,18.20,-67.14
00682,STANDARD,MAYAGUEZ,PR,18.20,-67.14
00715,STANDARD,MERCEDITA,PR,18.00,-66.56
00676,STANDARD,MOCA,PR,18.39,-67.11
00687,STANDARD,MOROVIS,PR,18.32,-66.40
00718,STANDARD,NAGUABO,PR,18.21,-65.73
00719,STANDARD,NARANJITO,PR,18.30,-66.24
00720,STANDARD,OROCOVIS,PR,18.22,-66.39
00723,STANDARD,PATILLAS,PR,18.00,-66.01
00624,STANDARD,PENUELAS,PR,18.06,-66.72
00716,STANDARD,PONCE,PR,17.98,-66.60
00717,STANDARD,PONCE,PR,17.98,-66.60
00730,STANDARD,PONCE,PR,17.98,-66.60
00731,STANDARD,PONCE,PR,17.98,-66.60
00732,PO BOX,PONCE,PR,17.98,-66.60
00733,PO BOX,PONCE,PR,17.98,-66.60
00734,PO BOX,PONCE,PR,17.98,-66.60
00740,STANDARD,PUERTO REAL,PR,18.33,-65.63
00741,STANDARD,PUNTA SANTIAGO,PR,18.15,-65.76
00678,STANDARD,QUEBRADILLAS,PR,18.47,-66.93
00677,STANDARD,RINCON,PR,18.34,-67.25
00744,PO BOX,RIO BLANCO,PR,18.22,-65.79
00721,PO BOX,PALMER,PR,18.37,-65.77
00745,STANDARD,RIO GRANDE,PR,18.38,-65.83
00637,STANDARD,SABANA GRANDE,PR,18.08,-66.96
00688,STANDARD,SABANA HOYOS,PR,18.38,-66.62
00952,STANDARD,SABANA SECA,PR,18.42,-66.19
00751,STANDARD,SALINAS,PR,17.97,-66.29
00690,STANDARD,SAN ANTONIO,PR,18.49,-67.09
00683,STANDARD,SAN GERMAN,PR,18.08,-67.04
00901,STANDARD,SAN JUAN,PR,18.40,-66.06
00902,PO BOX,SAN JUAN,PR,18.40,-66.06
00906,PO BOX,SAN JUAN,PR,18.40,-66.06
00907,STANDARD,SAN JUAN,PR,18.40,-66.06
00908,PO BOX,SAN JUAN,PR,18.40,-66.06
00909,STANDARD,SAN JUAN,PR,18.44,-66.06
00910,PO BOX,SAN JUAN,PR,18.40,-66.06
00911,STANDARD,SAN JUAN,PR,18.40,-66.06
00912,STANDARD,SAN JUAN,PR,18.40,-66.06
00913,STANDARD,SAN JUAN,PR,18.40,-66.06
00914,PO BOX,SAN JUAN,PR,18.40,-66.06
00915,STANDARD,SAN JUAN,PR,18.40,-66.06
00916,PO BOX,SAN JUAN,PR,18.40,-66.06
00917,STANDARD,SAN JUAN,PR,18.40,-66.06
00918,STANDARD,SAN JUAN,PR,18.40,-66.06
00919,PO BOX,SAN JUAN,PR,18.40,-66.06
00920,STANDARD,SAN JUAN,PR,18.40,-66.06
00921,STANDARD,SAN JUAN,PR,18.40,-66.06
00922,PO BOX,SAN JUAN,PR,18.40,-66.06
00923,STANDARD,SAN JUAN,PR,18.40,-66.06
00924,STANDARD,SAN JUAN,PR,18.40,-66.06
00925,STANDARD,SAN JUAN,PR,18.40,-66.06
00926,STANDARD,SAN JUAN,PR,18.40,-66.06
00927,STANDARD,SAN JUAN,PR,18.40,-66.06
00928,PO BOX,SAN JUAN,PR,18.40,-66.06
00929,PO BOX,SAN JUAN,PR,18.40,-66.06
00930,PO BOX,SAN JUAN,PR,18.40,-66.06
00937,PO BOX,SAN JUAN,PR,18.40,-66.06
00939,UNIQUE,SAN JUAN,PR,18.40,-66.06
00940,PO BOX,SAN JUAN,PR,18.40,-66.06
00955,PO BOX,SAN JUAN,PR,18.40,-66.06
00956,STANDARD,BAYAMON,PR,18.28,-66.13
00957,STANDARD,BAYAMON,PR,18.28,-66.13
00958,PO BOX,BAYAMON,PR,18.28,-66.13
00959,STANDARD,BAYAMON,PR,18.28,-66.13
00801,PO BOX,ST THOMAS,VI,18.35,-64.93
00802,STANDARD,ST THOMAS,VI,18.35,-64.93
00803,PO BOX,ST THOMAS,VI,18.35,-64.93
00804,PO BOX,ST THOMAS,VI,18.35,-64.93
00805,PO BOX,ST THOMAS,VI,18.34,-64.93
00820,STANDARD,CHRISTIANSTED,VI,17.74,-64.70
00821,PO BOX,CHRISTIANSTED,VI,17.74,-64.70
00822,PO BOX,CHRISTIANSTED,VI,17.74,-64.70
00823,PO BOX,CHRISTIANSTED,VI,17.74,-64.70
00824,PO BOX,CHRISTIANSTED,VI,17.74,-64.70
00830,STANDARD,ST JOHN,VI,18.33,-64.79
00831,PO BOX,ST JOHN,VI,18.33,-64.79
00840,STANDARD,FREDERIKSTED,VI,17.71,-64.88
00841,PO BOX,FREDERIKSTED,VI,17.71,-64.88
00850,STANDARD,KINGSHILL,VI,17.76,-64.82
00851,PO BOX,KINGSHILL,VI,17.73,-64.80
02478,STANDARD,BELMONT,MA,42.39,-71.18
02479,PO BOX,WAVERLEY,MA,42.39,-71.17
02445,STANDARD,BROOKLINE,MA,42.32,-71.14
02446,STANDARD,BROOKLINE,MA,42.32,-71.14
02447,PO BOX,BROOKLINE VILLAGE,MA,42.33,-71.13
02420,STANDARD,LEXINGTON,MA,42.44,-71.23
02421,STANDARD,LEXINGTON,MA,42.44,-71.23
02492,STANDARD,NEEDHAM,MA,42.28,-71.24
02494,STANDARD,NEEDHAM HEIGHTS,MA,42.28,-71.24
02456,PO BOX,NEW TOWN,MA,42.33,-71.20
02458,STANDARD,NEWTON,MA,42.33,-71.20
02459,STANDARD,NEWTON CENTER,MA,42.31,-71.19
02460,STANDARD,NEWTONVILLE,MA,42.35,-71.20
02461,STANDARD,NEWTON HIGHLANDS,MA,42.31,-71.20
02462,STANDARD,NEWTON LOWER FALLS,MA,42.33,-71.25
02464,STANDARD,NEWTON UPPER FALLS,MA,42.31,-71.22
02465,STANDARD,WEST NEWTON,MA,42.35,-71.22
02466,STANDARD,AUBURNDALE,MA,42.34,-71.24
00960,PO BOX,BAYAMON,PR,18.28,-66.13
00961,STANDARD,BAYAMON,PR,18.41,-66.15
00962,STANDARD,CATANO,PR,18.43,-66.11
00963,PO BOX,CATANO,PR,18.43,-66.11
00975,UNIQUE,SAN JUAN,PR,18.40,-66.06
00976,STANDARD,TRUJILLO ALTO,PR,18.36,-66.01
00977,PO BOX,TRUJILLO ALTO,PR,18.36,-66.01
00978,PO BOX,SAINT JUST,PR,18.37,-66.01
00754,STANDARD,SAN LORENZO,PR,18.19,-65.96
00685,STANDARD,SAN SEBASTIAN,PR,18.33,-66.99
00757,STANDARD,SANTA ISABEL,PR,17.97,-66.40
00953,STANDARD,TOA ALTA,PR,18.39,-66.25
00954,PO BOX,TOA ALTA,PR,18.39,-66.25
00949,STANDARD,TOA BAJA,PR,18.44,-66.25
00950,PO BOX,TOA BAJA,PR,18.44,-66.25
00951,PO BOX,TOA BAJA,PR,18.44,-66.25
00641,STANDARD,UTUADO,PR,18.27,-66.70
00692,STANDARD,VEGA ALTA,PR,18.41,-66.32
00693,STANDARD,VEGA BAJA,PR,18.44,-66.39
00694,PO BOX,VEGA BAJA,PR,18.44,-66.39
00765,STANDARD,VIEQUES,PR,18.42,-65.83
00766,STANDARD,VILLALBA,PR,18.13,-66.48
00767,STANDARD,YABUCOA,PR,18.04,-65.87
00698,STANDARD,YAUCO,PR,18.03,-66.86
02467,STANDARD,CHESTNUT HILL,MA,42.31,-71.16
02468,STANDARD,WABAN,MA,42.32,-71.23
02495,PO BOX,NONANTUM,MA,42.33,-71.20
02451,STANDARD,WALTHAM,MA,42.38,-71.24
02452,STANDARD,WALTHAM,MA,42.38,-71.24
02453,STANDARD,WALTHAM,MA,42.38,-71.24
02454,PO BOX,WALTHAM,MA,42.38,-71.24
02455,PO BOX,NORTH WALTHAM,MA,42.39,-71.22
02471,PO BOX,WATERTOWN,MA,42.36,-71.17
02472,STANDARD,WATERTOWN,MA,42.36,-71.17
02477,UNIQUE,WATERTOWN,MA,42.36,-71.17
02457,PO BOX,BABSON PARK,MA,42.29,-71.26
02481,STANDARD,WELLESLEY HILLS,MA,42.31,-71.27
02482,STANDARD,WELLESLEY,MA,42.30,-71.28
02493,STANDARD,WESTON,MA,42.36,-71.26
02184,STANDARD,BRAINTREE,MA,42.20,-71.00
02185,PO BOX,BRAINTREE,MA,42.20,-71.00
02186,STANDARD,MILTON,MA,42.24,-71.08
02187,PO BOX,MILTON VILLAGE,MA,42.26,-71.08
02169,STANDARD,QUINCY,MA,42.26,-71.00
02170,STANDARD,QUINCY,MA,42.26,-71.00
02171,STANDARD,QUINCY,MA,42.26,-71.00
02269,PO BOX,QUINCY,MA,42.26,-71.00
02188,STANDARD,WEYMOUTH,MA,42.20,-70.94
02189,STANDARD,EAST WEYMOUTH,MA,42.20,-70.94
02190,STANDARD,SOUTH WEYMOUTH,MA,42.20,-70.94
02191,STANDARD,NORTH WEYMOUTH,MA,42.20,-70.94
01718,STANDARD,VILLAGE OF NAGOG WOODS,MA,42.51,-71.41
01719,STANDARD,BOXBOROUGH,MA,42.50,-71.50
01720,STANDARD,ACTON,MA,42.48,-71.46
02474,STANDARD,ARLINGTON,MA,42.41,-71.16
02475,PO BOX,ARLINGTON HEIGHTS,MA,42.41,-71.18
02476,STANDARD,ARLINGTON,MA,42.41,-71.16
02150,STANDARD,CHELSEA,MA,42.39,-71.03
02149,STANDARD,EVERETT,MA,42.40,-71.05
02152,STANDARD,WINTHROP,MA,42.37,-70.98
02151,STANDARD,REVERE,MA,42.41,-70.99
02148,STANDARD,MALDEN,MA,42.43,-71.05
02176,STANDARD,MELROSE,MA,42.45,-71.05
02153,PO BOX,MEDFORD,MA,42.42,-71.10
02155,STANDARD,MEDFORD,MA,42.42,-71.10
02156,PO BOX,WEST MEDFORD,MA,42.42,-71.13
02143,STANDARD,SOMERVILLE,MA,42.39,-71.10
02144,STANDARD,SOMERVILLE,MA,42.39,-71.10
02145,STANDARD,SOMERVILLE,MA,42.39,-71.10
02180,STANDARD,STONEHAM,MA,42.47,-71.09
01913,STANDARD,AMESBURY,MA,42.85,-70.92
01810,STANDARD,ANDOVER,MA,42.65,-71.14
01812,UNIQUE,ANDOVER,MA,42.65,-71.14
01899,UNIQUE,ANDOVER,MA,42.65,-71.14
05501,UNIQUE,ANDOVER,MA,42.65,-71.14
01586,PO BOX,WEST MILLBURY,MA,42.19,-71.76
02054,STANDARD,MILLIS,MA,42.16,-71.35
01529,STANDARD,MILLVILLE,MA,42.03,-71.58
02350,PO BOX,MONPONSETT,MA,42.02,-70.84
02553,PO BOX,MONUMENT BEACH,MA,41.71,-70.60
02554,STANDARD,NANTUCKET,MA,41.27,-70.10
02564,PO BOX,SIASCONSET,MA,41.27,-70.00
02584,PO BOX,NANTUCKET,MA,41.27,-70.10
01760,STANDARD,NATICK,MA,42.28,-71.35
01531,STANDARD,NEW BRAINTREE,MA,42.31,-72.13
01950,STANDARD,NEWBURYPORT,MA,42.81,-70.88
01951,STANDARD,NEWBURY,MA,42.80,-71.00
01952,STANDARD,SALISBURY,MA,42.83,-70.84
02056,STANDARD,NORFOLK,MA,42.11,-71.31
02351,STANDARD,ABINGTON,MA,42.11,-70.95
01862,STANDARD,NORTH BILLERICA,MA,42.57,-71.29
01532,STANDARD,NORTHBOROUGH,MA,42.31,-71.64
01534,STANDARD,NORTHBRIDGE,MA,42.15,-71.65
01535,STANDARD,NORTH BROOKFIELD,MA,42.27,-72.08
02355,PO BOX,NORTH CARVER,MA,41.91,-70.79
02650,STANDARD,NORTH CHATHAM,MA,41.70,-69.95
01863,STANDARD,NORTH CHELMSFORD,MA,42.63,-71.39
02651,PO BOX,NORTH EASTHAM,MA,41.84,-69.97
02356,STANDARD,NORTH EASTON,MA,42.05,-71.10
02357,UNIQUE,NORTH EASTON,MA,42.05,-71.10
02556,STANDARD,NORTH FALMOUTH,MA,41.64,-70.63
02565,PO BOX,SILVER BEACH,MA,41.63,-70.64
01536,STANDARD,NORTH GRAFTON,MA,42.23,-71.69
02059,PO BOX,NORTH MARSHFIELD,MA,42.10,-70.71
01537,STANDARD,NORTH OXFORD,MA,42.16,-71.88
02358,PO BOX,NORTH PEMBROKE,MA,42.09,-70.78
01864,STANDARD,NORTH READING,MA,42.56,-71.06
01889,UNIQUE,NORTH READING,MA,42.56,-71.06
05544,UNIQUE,ANDOVER,MA,42.65,-71.14
01430,STANDARD,ASHBURNHAM,MA,42.63,-71.90
01431,STANDARD,ASHBY,MA,42.68,-71.81
01721,STANDARD,ASHLAND,MA,42.25,-71.46
01501,STANDARD,AUBURN,MA,42.20,-71.83
02322,STANDARD,AVON,MA,42.11,-71.03
01432,STANDARD,AYER,MA,42.56,-71.58
01434,STANDARD,DEVENS,MA,42.53,-71.61
01436,STANDARD,BALDWINVILLE,MA,42.60,-72.07
02630,STANDARD,BARNSTABLE,MA,41.70,-70.30
01730,STANDARD,BEDFORD,MA,42.48,-71.26
01731,STANDARD,HANSCOM AFB,MA,42.46,-71.28
02019,STANDARD,BELLINGHAM,MA,42.09,-71.47
01503,STANDARD,BERLIN,MA,42.38,-71.63
01915,STANDARD,BEVERLY,MA,42.55,-70.84
01821,STANDARD,BILLERICA,MA,42.55,-71.26
01822,PO BOX,BILLERICA,MA,42.55,-71.26
01504,STANDARD,BLACKSTONE,MA,42.01,-71.50
01740,STANDARD,BOLTON,MA,42.43,-71.60
02108,STANDARD,BOSTON,MA,42.35,-71.06
02109,STANDARD,BOSTON,MA,42.35,-71.06
02110,STANDARD,BOSTON,MA,42.35,-71.06
02111,STANDARD,BOSTON,MA,42.35,-71.06
02112,PO BOX,BOSTON,MA,42.35,-71.06
02113,STANDARD,BOSTON,MA,42.35,-71.06
02114,STANDARD,BOSTON,MA,42.35,-71.06
02115,STANDARD,BOSTON,MA,42.35,-71.06
02116,STANDARD,BOSTON,MA,42.35,-71.06
02117,PO BOX,BOSTON,MA,42.35,-71.06
02118,STANDARD,BOSTON,MA,42.35,-71.06
02119,STANDARD,ROXBURY,MA,42.35,-71.06
02120,STANDARD,ROXBURY CROSSING,MA,42.35,-71.06
02121,STANDARD,DORCHESTER,MA,42.35,-71.06
02122,STANDARD,DORCHESTER,MA,42.35,-71.06
02123,PO BOX,BOSTON,MA,42.35,-71.06
02124,STANDARD,DORCHESTER CENTER,MA,42.35,-71.06
02125,STANDARD,DORCHESTER,MA,42.35,-71.06
02126,STANDARD,MATTAPAN,MA,42.26,-71.10
02127,STANDARD,BOSTON,MA,42.35,-71.06
02128,STANDARD,BOSTON,MA,42.35,-71.06
02129,STANDARD,CHARLESTOWN,MA,42.38,-71.06
02130,STANDARD,JAMAICA PLAIN,MA,42.30,-71.11
02131,STANDARD,ROSLINDALE,MA,42.28,-71.13
02132,STANDARD,WEST ROXBURY,MA,42.28,-71.16
02133,STANDARD,BOSTON,MA,42.35,-71.06
02134,STANDARD,ALLSTON,MA,42.35,-71.13
02135,STANDARD,BRIGHTON,MA,42.35,-71.15
02136,STANDARD,HYDE PARK,MA,42.26,-71.11
02137,PO BOX,READVILLE,MA,42.25,-71.12
02163,STANDARD,BOSTON,MA,42.35,-71.06
02196,PO BOX,BOSTON,MA,42.35,-71.06
02199,STANDARD,BOSTON,MA,42.35,-71.06
02201,UNIQUE,BOSTON,MA,42.35,-71.06
02203,STANDARD,BOSTON,MA,42.35,-71.06
02204,UNIQUE,BOSTON,MA,42.35,-71.06
02205,PO BOX,BOSTON,MA,42.35,-71.06
02206,UNIQUE,BOSTON,MA,42.35,-71.06
02210,STANDARD,BOSTON,MA,42.35,-71.06
02211,UNIQUE,BOSTON,MA,42.35,-71.06
02212,UNIQUE,BOSTON,MA,42.35,-71.06
02215,STANDARD,BOSTON,MA,42.35,-71.06
02217,UNIQUE,BOSTON,MA,42.35,-71.06
02222,STANDARD,BOSTON,MA,42.35,-71.06
02228,PO BOX,EAST BOSTON,MA,42.35,-71.06
02241,UNIQUE,BOSTON,MA,42.35,-71.06
02266,UNIQUE,BOSTON,MA,42.35,-71.06
02283,STANDARD,BOSTON,MA,42.35,-71.06
02284,STANDARD,BOSTON,MA,42.35,-71.06
02293,UNIQUE,BOSTON,MA,42.35,-71.06
02295,UNIQUE,BOSTON,MA,42.35,-71.06
02297,UNIQUE,BOSTON,MA,42.35,-71.06
02298,PO BOX,BOSTON,MA,42.34,-71.05
01921,STANDARD,BOXFORD,MA,42.67,-70.98
01505,STANDARD,BOYLSTON,MA,42.35,-71.73
02020,PO BOX,BRANT ROCK,MA,42.08,-70.64
02631,STANDARD,BREWSTER,MA,41.76,-70.08
02324,STANDARD,BRIDGEWATER,MA,41.98,-70.97
02325,UNIQUE,BRIDGEWATER,MA,41.98,-70.97
02301,STANDARD,BROCKTON,MA,42.08,-71.02
02302,STANDARD,BROCKTON,MA,42.08,-71.02
02303,PO BOX,BROCKTON,MA,42.08,-71.02
02304,PO BOX,BROCKTON,MA,42.08,-71.02
02305,PO BOX,BROCKTON,MA,42.08,-71.02
01506,STANDARD,BROOKFIELD,MA,42.21,-72.10
02327,PO BOX,BRYANTVILLE,MA,42.06,-70.80
01803,STANDARD,BURLINGTON,MA,42.50,-71.20
01805,UNIQUE,BURLINGTON,MA,42.50,-71.20
02532,STANDARD,BUZZARDS BAY,MA,41.75,-70.61
02542,STANDARD,BUZZARDS BAY,MA,41.75,-70.61
01922,STANDARD,BYFIELD,MA,42.75,-70.93
02138,STANDARD,CAMBRIDGE,MA,42.37,-71.11
02139,STANDARD,CAMBRIDGE,MA,42.37,-71.11
02140,STANDARD,CAMBRIDGE,MA,42.37,-71.11
02141,STANDARD,CAMBRIDGE,MA,42.37,-71.11
02142,STANDARD,CAMBRIDGE,MA,42.37,-71.11
02238,PO BOX,CAMBRIDGE,MA,42.37,-71.11
02021,STANDARD,CANTON,MA,42.15,-71.13
01741,STANDARD,CARLISLE,MA,42.53,-71.35
02330,STANDARD,CARVER,MA,41.88,-70.76
02534,PO BOX,CATAUMET,MA,41.66,-70.61
02632,STANDARD,CENTERVILLE,MA,41.66,-70.34
02634,PO BOX,CENTERVILLE,MA,41.66,-70.34
01507,STANDARD,CHARLTON,MA,42.13,-71.96
01509,PO BOX,CHARLTON DEPOT,MA,42.13,-71.96
01508,PO BOX,CHARLTON CITY,MA,42.13,-71.96
02633,STANDARD,CHATHAM,MA,41.67,-69.96
01824,STANDARD,CHELMSFORD,MA,42.59,-71.36
02535,STANDARD,CHILMARK,MA,41.34,-70.74
02552,PO BOX,MENEMSHA,MA,41.34,-70.73
01510,STANDARD,CLINTON,MA,42.41,-71.68
02025,STANDARD,COHASSET,MA,42.23,-70.80
01742,STANDARD,CONCORD,MA,42.45,-71.35
02635,STANDARD,COTUIT,MA,41.62,-70.44
02652,PO BOX,NORTH TRURO,MA,42.04,-70.09
01538,PO BOX,NORTH UXBRIDGE,MA,42.05,-71.64
02061,STANDARD,NORWELL,MA,42.16,-70.78
02062,STANDARD,NORWOOD,MA,42.18,-71.19
01865,PO BOX,NUTTING LAKE,MA,42.54,-71.25
02557,STANDARD,OAK BLUFFS,MA,41.45,-70.56
02558,PO BOX,ONSET,MA,41.74,-70.66
02653,STANDARD,ORLEANS,MA,41.79,-70.00
